"UNIQUE_REFERENCE_NUMBER"|"NAME"|"POINTX_CLASSIFICATION_CODE"|"FEATURE_EASTING"|"FEATURE_NORTHING"|"POSITIONAL_ACCURACY_CODE"|"UPRN"|"TOPOGRAPHIC_TOID"|"TOPOGRAPHIC_TOID_VERSION"|"USRN"|"USRN_MATCH_INDICATOR"|"DISTANCE"|"ADDRESS_DETAIL"|"STREET_NAME"|"LOCALITY"|"GEOGRAPHIC_COUNTY"|"POSTCODE"|"ADMINISTRATIVE_BOUNDARY"|"TELEPHONE_NUMBER"|"URL"|"BRAND"|"QUALIFIER_TYPE"|"QUALIFIER_DATA"|"PROVENANCE"|"DATE_OF_SUPPLY"
159120828|"Wi-Fi Hotspot (The Cloud)"|"06340802"|292286.0|92708.0|1|10013050785|"osgb1000002070809040"|3|14200661|1|44.9|"4-5"|"Roman Walk"|"St Davids, Exeter"|"Devon"|"EX1 1GN"|"Exeter District"|""|""|""|""|""|"The Cloud"|"01-SEP-2021"
153507876|"Wi-Fi Hotspot (BT Openzone)"|"06340802"|292245.0|92809.0|1|100041045101|"osgb1000012317962"|7|14200389|1|21.8|"6"|"High Street"|"Exeter"|"Devon"|"EX4 3LF"|"Exeter District"|""|""|""|""|""|"BT Openzone"|"01-SEP-2021"
153507930|"Wi-Fi Hotspot (BT Openzone)"|"06340802"|292157.0|92807.0|1|100041142027|"osgb1000012318005"|6|14200389|1|27.8|"242"|"High Street"|"Exeter"|"Devon"|"EX4 3QB"|"Exeter District"|""|""|""|""|""|"BT Openzone"|"01-SEP-2021"
153507934|"Wi-Fi Hotspot (BT Openzone)"|"06340802"|292070.0|92657.0|1|100041044364|"osgb1000012317794"|7|14200137|2|27.0|"Cathedral Yard"|""|"Exeter"|"Devon"|"EX1 1HD"|"Exeter District"|""|""|""|""|""|"BT Openzone"|"01-SEP-2021"
47947228|"Raffles Guest House"|"01010003"|292254.0|93304.0|1|10091470752|"osgb1000012324368"|4|14200080|1|25.8|"11"|"Blackall Road"|"Exeter"|"Devon"|"EX4 4HD"|"Exeter District"|"01392270200"|"www.raffles-exeter.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
47963655|"Braeside Guesthouse"|"01010003"|291839.0|93143.3|1|10013038614|"osgb1000012294300"|5|14200580|1|25.7|"21"|"New North Road"|"Exeter"|"Devon"|"EX4 4HF"|"Exeter District"|"01392256875"|""|""|""|""|"118 Information"|"01-SEP-2021"
47968120|"Boston Tea Party"|"01020013"|291984.0|92782.0|1|10013039188|"osgb1000012290453"|5|14200684|1|15.0|"84"|"Queen Street"|"Exeter"|"Devon"|"EX4 3RP"|"Exeter District"|"01392201181"|"www.bostonteaparty.co.uk"|"Boston Tea Party"|""|""|"118 Information"|"01-SEP-2021"
47986020|"Tea on the Green"|"01020043"|292108.2|92646.1|1|100041046493|"osgb1000012317753"|4|14200136|1|14.1|"2"|"Cathedral Close"|"Exeter"|"Devon"|"EX1 1EZ"|"Exeter District"|"01392276913"|"www.teaonthegreen.com"|""|"Restaurant Type"|"English Restaurant"|"118 Information"|"01-SEP-2021"
41263536|"Guildhall Centre"|"10540736"|291841.0|92681.0|1|10023122973|"osgb1000012290385"|6|14200631|2|30.2|"Paul Street"|""|"Exeter"|"Devon"|"EX4 3HP"|"Exeter District"|""|""|""|""|""|"Department for Transport (Parking)"|"01-SEP-2021"
97409441|"Wi-Fi Hotspot (The Cloud)"|"06340802"|291998.1|92764.3|1|10023120420|"osgb1000012290458"|10|14200684|1|14.7|"89"|"Queen Street"|"Exeter"|"Devon"|"EX4 3RP"|"Exeter District"|""|""|""|""|""|"The Cloud"|"01-SEP-2021"
103375095|"Wi-Fi Hotspot (BT Openzone)"|"06340802"|291904.4|92641.2|1|10023122955|"osgb1000012290399"|4|14200684|1|135.9|"1"|"Guildhall Shopping Centre"|"Exeter"|"Devon"|"EX4 3HP"|"Exeter District"|""|""|""|""|""|"BT Openzone"|"01-SEP-2021"
104153978|"Wi-Fi Hotspot (BT Openzone)"|"06340802"|291961.3|92809.3|1|100041142213|"osgb1000012290449"|5|14200684|1|14.8|"79-81"|"Queen Street"|"Exeter"|"Devon"|"EX4 3RP"|"Exeter District"|""|""|""|""|""|"BT Openzone"|"01-SEP-2021"
47990749|"Time Piece"|"04250312"|292183.6|92872.9|1|10013050962|"osgb1000012318098"|5|14200486|1|9.0|"Easton Buildings"|"Little Castle Street"|"Exeter"|"Devon"|"EX4 3PX"|"Exeter District"|"01392493096"|"www.timepiecenightclub.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
48009310|"Sandwich Bar"|"01020018"|292255.0|92816.0|1|100041045099|"osgb1000012317960"|5|14200389|1|21.9|"4 Roman Gate 252"|"High Street"|"Exeter"|"Devon"|"EX4 3PZ"|"Exeter District"|"01392424747"|""|""|""|""|"118 Information"|"01-SEP-2021"
48014614|"Gourmet Fish & Chip Shop"|"01020020"|292306.0|93052.0|1|100041045293|"osgb1000012323990"|4|14200493|1|12.1|"29"|"Longbrook Street"|"Exeter"|"Devon"|"EX4 6AB"|"Exeter District"|"01392421320"|""|""|""|""|"118 Information"|"01-SEP-2021"
48034406|"Wagamama"|"01020043"|292167.4|92664.2|1|10013046177|"osgb1000012317744"|5|14200066|1|40.6|"16"|"Bedford Street"|"Exeter"|"Devon"|"EX1 1LL"|"Exeter District"|"01392274810"|"www.wagamama.com"|"Wagamama"|"Restaurant Type"|"Japanese Restaurant"|"118 Information"|"01-SEP-2021"
48052587|"The Black Horse"|"01020034"|292298.0|93040.0|1|100040221751|"osgb1000012323989"|6|14200493|1|17.2|"25-27"|"Longbrook Street"|"Exeter"|"Devon"|"EX4 6AB"|"Exeter District"|"01392257974"|""|"Greene King"|""|""|"118 Information"|"01-SEP-2021"
48067891|"The Hole in the Wall"|"01020034"|292172.0|92883.0|1|100041142143|"osgb1000012318096"|7|14200486|1|8.8|""|"Little Castle Street"|"Exeter"|"Devon"|"EX4 3PX"|"Exeter District"|"01392437470"|"www.theholeinthewall.pub"|""|""|""|"118 Information"|"01-SEP-2021"
48078297|"Old Timers Wine Bar"|"01020034"|292192.8|92880.5|1|10023116952|"osgb1000012318100"|5|14200486|1|20.9|""|"Little Castle Street"|"Exeter"|"Devon"|"EX4 3PX"|"Exeter District"|"01392477704"|""|""|""|""|"118 Information"|"01-SEP-2021"
48076711|"John Gandy's"|"01020034"|292009.0|92812.0|1|100041142318|"osgb1000012318053"|4|14200328|1|11.4|"23"|"Gandy Street"|"Exeter"|"Devon"|"EX4 3LS"|"Exeter District"|"01392213924"|"www.johngandys.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
48743680|"Gap"|"09460656"|292233.0|92803.0|1|100041142313|"osgb1000012317975"|7|14200389|1|19.7|"8-9"|"High Street"|"Exeter"|"Devon"|"EX4 3LF"|"Exeter District"|"01392424080"|"www.gap.co.uk"|"Gap"|""|""|"118 Information"|"01-SEP-2021"
48750561|"F Hinds Ltd"|"09460659"|291976.0|92680.0|1|10013037209|"osgb1000012290350"|5|14202585|1|5.4|"3"|"Goldsmith Street"|"Exeter"|"Devon"|"EX4 3EF"|"Exeter District"|"01392272737"|"www.fhinds.co.uk"|"F Hinds"|""|""|"118 Information"|"01-SEP-2021"
48754981|"Accessorize"|"09460659"|292202.0|92776.0|1|100041142315|"osgb1000012317995"|7|14200389|1|23.6|"14-15"|"High Street"|"Exeter"|"Devon"|"EX4 3LH"|"Exeter District"|"01392425443"|"uk.accessorize.com"|"Monsoon"|""|""|"118 Information"|"01-SEP-2021"
48766498|"Hartnell Fresh Foods"|"09470662"|292319.5|92987.9|1|10013038132|"osgb1000012318218"|6|14200493|1|13.4|"40"|"Longbrook Street"|"Exeter"|"Devon"|"EX4 6AE"|"Exeter District"|"01392272080"|""|""|""|""|"118 Information"|"01-SEP-2021"
48758069|"Clarks"|"09460657"|292099.1|92778.1|1|100041045161|"osgb1000012318014"|5|14200389|1|38.2|"233"|"High Street"|"Exeter"|"Devon"|"EX4 3NE"|"Exeter District"|"01392271070"|"www.clarks.co.uk"|"Clarks"|""|""|"118 Information"|"01-SEP-2021"
48790480|"Holland & Barrett"|"09470672"|292178.6|92687.6|1|10013036179|"osgb5000005178808169"|1|14200066|2|16.1|"10"|"Bedford Street"|"Exeter"|"Devon"|"EX1 1LL"|"Exeter District"|"01392251590"|"www.hollandandbarrett.com"|"Holland & Barrett"|""|""|"118 Information"|"01-SEP-2021"
48812979|"WH Smith Ltd"|"09480725"|291912.6|92752.8|1|10023122976|"osgb1000012290863"|4|14200684|1|58.7|"34-35"|"Guildhall Shopping Centre"|"Exeter"|"Devon"|"EX4 3NJ"|"Exeter District"|"01392434677"|"www.whsmith.co.uk"|"WH Smith"|""|""|"118 Information"|"01-SEP-2021"
48936453|"Guildhall Shopping Centre"|"09480708"|291910.0|92706.0|1|10023120117|"osgb1000002062007477"|12|14200631|3|53.4|""|""|"Exeter"|"Devon"|"EX4 3HP"|"Exeter District"|"01392201910"|"www.guildhallshoppingexeter.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
48963541|"Mortimers Jewellers"|"09480712"|291994.0|92772.0|1|100041045875|"osgb1000012290456"|5|14200684|1|16.4|"87"|"Queen Street"|"Exeter"|"Devon"|"EX4 3RP"|"Exeter District"|"01392279994"|"www.mortimersjewellers.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
48976804|"This Is It"|"09480685"|291920.0|92613.0|1|100041045137|"osgb1000012290376"|5|14200389|1|28.6|"193"|"High Street"|"Exeter"|"Devon"|"EX4 3DU"|"Exeter District"|"01392479517"|"www.thisisitstores.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
48862365|"Music Unlimited"|"09480690"|291889.0|92909.0|1|10013042632|"osgb1000012290509"|3|14200684|1|16.7|"4 The Crescent Exeter Central Station"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SB"|"Exeter District"|"01392251846"|"www.musicunlimitedexeter.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
49849425|"Russell & Bromley Ltd"|"09460657"|292142.0|92734.0|1|100041045110|"osgb1000012317839"|5|14200389|1|22.7|"26"|"High Street"|"Exeter"|"Devon"|"EX4 3LN"|"Exeter District"|"03454501865"|"www.russellandbromley.co.uk"|"Russell & Bromley"|""|""|"118 Information"|"01-SEP-2021"
54734191|"Nationwide Building Society"|"02090138"|292151.0|92728.0|1|100041044124|"osgb1000002070786378"|4|14200066|1|10.4|"2"|"Bedford Street"|"Exeter"|"Devon"|"EX1 1LT"|"Exeter District"|"08005540428"|"www.nationwide.co.uk"|"Nationwide"|""|""|"118 Information"|"01-SEP-2021"
54744131|"Royal Bank of Scotland"|"02090138"|292315.0|92651.0|1|10013041412|"osgb1000012317918"|4|14200773|1|18.2|"South Walk Broadwalk House"|"Southernhay West"|"Exeter"|"Devon"|"EX1 1TZ"|"Exeter District"|"03457242424"|"personal.rbs.co.uk/personal.html"|"RBS"|""|""|"118 Information"|"01-SEP-2021"
54488894|"Terry Smyth Painting Contractors"|"02030054"|292313.0|93071.0|1|100041045295|"osgb1000012323941"|4|14200493|1|10.1|"First Floor Business House"|"33 Longbrook Street"|"Exeter"|"Devon"|"EX4 6AW"|"Exeter District"|"01392436907"|"www.terrysmyth.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
54574838|"Stephen Rogers Consulting Engineer"|"02060085"|292326.0|93134.0|1|100040221764|"osgb1000012324697"|4|14200493|1|15.0|"53"|"Longbrook Street"|"Exeter"|"Devon"|"EX4 6AS"|"Exeter District"|"01392427906"|""|""|""|""|"118 Information"|"01-SEP-2021"
64104056|"Heighway Field Associates"|"02040063"|292164.0|92910.9|1|100041044349|"osgb1000012318279"|6|14200135|1|29.8|"2 Bradninch Court"|"Castle Street"|"Exeter"|"Devon"|"EX4 3PL"|"Exeter District"|"01392490800"|""|""|""|""|"118 Information"|"01-SEP-2021"
78547798|"Vision Express"|"05280344"|292091.0|92773.0|1|100041045160|"osgb1000012318015"|5|14200389|1|38.8|"232"|"High Street"|"Exeter"|"Devon"|"EX4 3NE"|"Exeter District"|"01392213373"|"www.visionexpress.com"|"Vision Express"|""|""|"118 Information"|"01-SEP-2021"
80813730|"HSBC"|"02090138"|292237.0|92866.0|1|100041142028|"osgb1000012318026"|5|14200389|1|29.3|"250"|"High Street"|"Exeter"|"Devon"|"EX4 3PZ"|"Exeter District"|"03457404404"|"www.hsbc.co.uk/1/2/"|"HSBC"|""|""|"118 Information"|"01-SEP-2021"
80829312|"Next"|"09460656"|292296.8|92850.5|1||"osgb1000002070809093"|2|14200389|3|17.2|"1"|"Eastgate"|"Exeter"|"Devon"|"EX1 1GB"|"Exeter District"|"03330055138"|"www.next.co.uk"|"Next Retail Plc"|""|""|"118 Information"|"01-SEP-2021"
85510842|"Purity Boutique Spa"|"02100156"|292112.8|92643.1|1|100041046494|"osgb1000012317754"|5|14200136|1|14.1|"3"|"Cathedral Close"|"Exeter"|"Devon"|"EX1 1EZ"|"Exeter District"|"01392420027"|"www.purityboutiquespa.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
85537518|"Fat Face"|"09460656"|292294.4|92774.4|1||"osgb1000002070809050"|3|14200661|3|69.1|"4"|"Princesshay"|"Exeter"|"Devon"|"EX1 1GE"|"Exeter District"|"01392982018"|"www.fatface.com"|"Fat Face"|""|""|"118 Information"|"01-SEP-2021"
78360348|"Sound in Theory"|"02080117"|292018.0|92795.0|1|100041044913|"osgb1000012318051"|6|14200328|1|8.6|"25-26"|"Gandy Street"|"Exeter"|"Devon"|"EX4 3LS"|"Exeter District"|"01392499498"|"www.soundintheory.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
78313717|"HM Prison & Young Offenders Institution Exeter"|"06330424"|291952.5|93166.2|1|100041142520|"osgb1000012294748"|5|14200580|1|25.6|""|"New North Road"|"Exeter"|"Devon"|"EX4 4EX"|"Exeter District"|"01392415650"|""|""|""|""|"118 Information"|"01-SEP-2021"
78301399|"Simon Vacher Film"|"02080122"|292007.6|92861.3|1|100041141944|"osgb1000002062007893"|10|14200328|1|40.0|"Bradninch Place"|"Gandy Street"|"Exeter"|"Devon"|"EX4 3LS"|"Exeter District"|"07765488101"|"www.simonvacherfilm.com"|""|""|""|"118 Information"|"01-SEP-2021"
85622149|"Mountain Warehouse"|"09480686"|292068.0|92683.0|1|100041045116|"osgb1000012317828"|6|14200389|2|15.4|"38"|"High Street"|"Exeter"|"Devon"|"EX4 3LN"|"Exeter District"|"01392435513"|"www.mountainwarehouse.com"|"Mountain Warehouse"|""|""|"118 Information"|"01-SEP-2021"
85570485|"Northernhay Clinic"|"05280333"|291857.0|92809.0|1|10013038708|"osgb1000012290489"|3|14200597|1|17.5|"39"|"Northernhay Street"|"Exeter"|"Devon"|"EX4 3ER"|"Exeter District"|"01392259101"|"www.northernhayclinic.com"|""|""|""|"118 Information"|"01-SEP-2021"
85590333|"NatWest"|"02090138"|291988.0|92614.0|1|10013037723|"osgb1000012290043"|9|14200389|1|16.6|"Exeter Bank Branch 59"|"High Street"|"Exeter"|"Devon"|"EX4 3DL"|"Exeter District"|"03457888444"|"personal.natwest.com/personal.html"|"NatWest"|""|""|"118 Information"|"01-SEP-2021"
91418173|"Costa Coffee"|"01020013"|292179.0|92687.0|1|10013036179|"osgb5000005178808169"|1|14200066|2|16.2|"12"|"Bedford Street"|"Exeter"|"Devon"|"EX1 1LL"|"Exeter District"|"01392258540"|"www.costa.co.uk"|"Costa"|""|""|"118 Information"|"01-SEP-2021"
85611497|"Moss Bros"|"09460656"|292234.7|92715.8|1|10013050870|"osgb1000002070809040"|3|14200066|3|43.4|"14"|"Princesshay"|"Exeter"|"Devon"|"EX1 1GE"|"Exeter District"|"01392270520"|"www.moss.co.uk"|"Moss Bros"|""|""|"118 Information"|"01-SEP-2021"
85634485|"Erin Cox Jewellery"|"02140214"|292163.6|92869.1|1|10013036384|"osgb1000012318092"|4|14200135|1|6.8|"14"|"Castle Street"|"Exeter"|"Devon"|"EX4 3PT"|"Exeter District"|"01392660836"|"www.erincox.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
91386689|"Bradleys Estate Agents"|"02110190"|291888.0|92597.0|1|100041142301|"osgb1000012291094"|6|14200593|1|14.2|"47"|"North Street"|"Exeter"|"Devon"|"EX4 3QR"|"Exeter District"|"01392427948"|"www.bradleys-estate-agents.co.uk"|"Bradleys Estate Agents"|""|""|"118 Information"|"01-SEP-2021"
96541449|"Solicitors Title"|"02090154"|291984.0|92818.0|1|10013041797|"osgb1000012290443"|3|14200328|1|5.9|"17a"|"Gandy Street"|"Exeter"|"Devon"|"EX4 3LS"|"Exeter District"|"01392207900"|"www.solicitorstitle.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
96549114|"Halifax"|"02090138"|292278.4|92886.8|1|10013037662|"osgb1000012318252"|6|14200389|1|23.5|"1 Roman Gate 252"|"High Street"|"Exeter"|"Devon"|"EX4 3PZ"|"Exeter District"|"03457203040"|"www.halifax.co.uk"|"Halifax"|""|""|"118 Information"|"01-SEP-2021"
96554889|"Regen"|"02040063"|292178.0|92911.0|1|10013040429|"osgb1000012318280"|7|14200135|1|42.3|"Accountancy Plus Bradninch Court"|"Castle Street"|"Exeter"|"Devon"|"EX4 3PL"|"Exeter District"|"01392494399"|"www.regen.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
97770068|"3Store"|"09480726"|292178.6|92813.8|1||"osgb1000002070827092"|2|14200389|2|20.7|"244"|"High Street"|"Exeter"|"Devon"|"EX4 3NZ"|"Exeter District"|"01392273740"|"www.three.co.uk"|"Three"|""|""|"118 Information"|"01-SEP-2021"
103279032|"Seasalt"|"09460656"|292013.0|92805.0|1||"osgb1000012318052"|4|14200328|2|10.7|"24"|"Gandy Street"|"Exeter"|"Devon"|"EX4 3LS"|"Exeter District"|"01392433033"|"www.seasaltcornwall.co.uk"|"Seasalt"|""|""|"118 Information"|"01-SEP-2021"
103264939|"Vodafone Store"|"09480726"|292183.0|92824.1|1|10013037658|"osgb1000002070827093"|1|14200389|1|26.5|"246"|"High Street"|"Exeter"|"Devon"|"EX4 3NZ"|"Exeter District"|"08080408408"|"www.vodafone.co.uk"|"Vodafone UK"|""|""|"118 Information"|"01-SEP-2021"
103816969|"Interaction Recruitment"|"02050078"|291939.0|92632.0|1|10091469921|"osgb1000012290372"|3|14200389|3|29.6|"22b"|"Waterbeer Street"|"Exeter"|"Devon"|"EX4 3EH"|"Exeter District"|"01392427666"|"www.interactionrecruitment.co.uk/"|"Interaction Recruitment"|""|""|"118 Information"|"01-SEP-2021"
103286629|"Paperchase"|"09480725"|292077.0|92682.0|1|100041045115|"osgb1000012317829"|4|14200389|1|21.6|"36"|"High Street"|"Exeter"|"Devon"|"EX4 3LN"|"Exeter District"|"03330167153"|"www.paperchase.com/en_gb/stores/exeter.html"|"Paperchase"|""|""|"118 Information"|"01-SEP-2021"
103272177|"David Field Wealth Management Ltd"|"02090147"|292308.5|92614.4|1|100041123905|"osgb1000012317704"|4|14200773|1|15.7|"24"|"Southernhay West"|"Exeter"|"Devon"|"EX1 1PR"|"Exeter District"|"01392273431"|""|""|""|""|"118 Information"|"01-SEP-2021"
103309497|"Jodi Locks"|"02100156"|291885.6|92928.7|1|100041045865|"osgb1000012290506"|4|14200684|1|26.3|"3a Central Station Buildings"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SB"|"Exeter District"|"01392274400"|"www.jodilocks.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
103310143|"Cafe Rouge"|"01020043"|292219.0|92656.0|1||"osgb1000002070802041"|6|14200066|2|10.2|"24"|"Bedford Street"|"Exeter"|"Devon"|"EX1 1GJ"|"Exeter District"|"01392251042"|"www.caferouge.com"|"Cafe Rouge"|"Restaurant Type"|"French Restaurant"|"118 Information"|"01-SEP-2021"
103812070|"Nails 4 U"|"02100156"|291898.7|92591.4|1|100041142329|"osgb1000012290381"|4|14200593|1|16.5|"49"|"North Street"|"Exeter"|"Devon"|"EX4 3QR"|"Exeter District"|"01392425447"|""|""|""|""|"118 Information"|"01-SEP-2021"
103820057|"Chandos Deli"|"09470665"|292291.0|92738.0|1||"osgb1000002070809050"|3|14200661|2|45.4|"1"|"Roman Walk"|"Exeter"|"Devon"|"EX1 1GN"|"Exeter District"|"01392437379"|""|"Chandos"|""|""|"118 Information"|"01-SEP-2021"
103821294|"Jack Wills Ltd"|"09460656"|291960.2|92588.4|1|10023123852|"osgb1000012290048"|5|14200389|1|16.8|"65-67"|"High Street"|"Exeter"|"Devon"|"EX4 3DT"|"Exeter District"|"03439092269"|"www.jackwills.com"|"Jack Wills"|""|""|"118 Information"|"01-SEP-2021"
104539981|"Rohan"|"09460656"|292264.0|92624.0|1||"osgb1000002070802041"|6|14200066|2|7.5|"36"|"Bedford Street"|"Exeter"|"Devon"|"EX1 1GJ"|"Exeter District"|"01392277502"|"www.rohan.co.uk"|"Rohan"|""|""|"118 Information"|"01-SEP-2021"
104558778|"Garton King"|"09480721"|291821.0|92629.0|1|100041045571|"osgb1000012290100"|6|14200593|2|10.6|"19"|"North Street"|"Exeter"|"Devon"|"EX4 3QS"|"Exeter District"|"01392254945"|"www.gartonking.com"|""|""|""|"118 Information"|"01-SEP-2021"
104569244|"Simpkins Edwards"|"02090135"|292195.6|92856.1|1|10013040437|"osgb1000012318277"|6|14200042|3|7.0|"Michael House"|"Castle Street"|"Exeter"|"Devon"|"EX4 3LQ"|"Exeter District"|"01392211233"|"www.simpkinsedwards.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
107655669|"Merlin Accountancy Services"|"02090135"|292314.0|93071.0|1|100041045295|"osgb1000012323941"|4|14200493|1|9.1|"33"|"Longbrook Street"|"Exeter"|"Devon"|"EX4 6AW"|"Exeter District"|"01392272972"|"www.merlin-accountants.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
108276866|"Sainsbury's"|"09470819"|291861.8|92674.0|1|10023122971|"osgb1000012290395"|5|14200631|3|46.1|"26-28"|"Guildhall Shopping Centre"|"Exeter"|"Devon"|"EX4 3HH"|"Exeter District"|"01392432741"|"www.sainsburys.co.uk"|"Sainsbury's"|""|""|"118 Information"|"01-SEP-2021"
108337275|"G M-design"|"02080117"|292164.0|92910.9|1|100041044349|"osgb1000012318279"|6|14200135|1|29.8|"Bradninch Hall"|"Castle Street"|"Exeter"|"Devon"|"EX4 3PL"|"Exeter District"|"01392340460"|"www.gm-design.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
110620741|"Game"|"09480686"|291904.4|92641.2|1|10023122955|"osgb1000012290399"|4|14200684|1|135.9|"Unit1 Guildhall Centre"|""|"Exeter"|"Devon"|"EX4 3HP"|"Exeter District"|"01256784000"|"www.game.co.uk"|"Game"|""|""|"118 Information"|"01-SEP-2021"
108356784|"The Charcoal B B Q Company"|"02070098"|292150.9|92884.8|1|100041044350|"osgb1000012318089"|5|14200135|1|6.6|"12"|"Castle Street"|"Exeter"|"Devon"|"EX4 3PT"|"Exeter District"|"07980601691"|""|""|""|""|"118 Information"|"01-SEP-2021"
109079115|"Mortimers Jewellers"|"02140214"|291994.0|92772.0|1|100041045875|"osgb1000012290456"|5|14200684|1|16.4|"87"|"Queen Street"|"Exeter"|"Devon"|"EX4 3RP"|"Exeter District"|"01392201856"|"www.mortimersjewellers.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
109074727|"Radiance Medispa"|"02100156"|291983.0|93124.0|1|10013046630|"osgb1000002070668868"|4|14200580|1|21.5|"Augustus House"|"New North Road"|"Exeter"|"Devon"|"EX4 4HL"|"Exeter District"|"01392277799"|"www.radiancemedispa.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
109074054|"Lefroy Beauty Therapy"|"02100156"|292037.7|92774.4|1||"osgb1000012318044"|8|14200574|3|8.2|"Musgrave House"|"Gandy Street"|"Exeter"|"Devon"|"EX4 3LS"|"Exeter District"|"01392438516"|"www.lefroybeautytherapy.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
109097744|"ASK Restaurants"|"01020043"|292127.0|92635.0|1|100041124271|"osgb1000012317756"|5|14200136|1|16.4|"5"|"Cathedral Close"|"Exeter"|"Devon"|"EX1 1EZ"|"Exeter District"|"01392920202"|"www.askitalian.co.uk"|"ASK"|"Restaurant Type"|"Italian Restaurant"|"118 Information"|"01-SEP-2021"
109103015|"Isabelle Montagu"|"09460656"|292161.0|92877.0|1|100041044351|"osgb1000012318091"|4|14200135|1|9.7|"14"|"Castle Street"|"Exeter"|"Devon"|"EX4 3PT"|"Exeter District"|"01392274694"|"www.isabellemontagu.com"|""|""|""|"118 Information"|"01-SEP-2021"
109101518|"Just Waxing UK"|"02100156"|291819.0|92634.0|1|100041045572|"osgb1000012290097"|5|14200593|1|8.6|"20"|"North Street"|"Exeter"|"Devon"|"EX4 3QS"|"Exeter District"|"01392428105"|"www.justwaxinguk.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
110621004|"TSB Bank Plc"|"02090138"|292245.0|92809.0|1|100041045101|"osgb1000012317962"|7|14200389|1|21.8|"6"|"High Street"|"Exeter"|"Devon"|"EX4 3LF"|"Exeter District"|"01392275045"|"www.tsb.co.uk"|"TSB"|""|""|"118 Information"|"01-SEP-2021"
108324692|"Elite Training"|"05320403"|292264.0|92992.0|1|100041045555|"osgb1000012318255"|9|14200580|1|11.1|"Beaufort House"|"New North Road"|"Exeter"|"Devon"|"EX4 4EP"|"Exeter District"|"01392425163"|"www.elitetrainingsouthwest.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
108295122|"Hollister"|"09460656"|292244.0|92724.0|1||"osgb1000002070809040"|3|14200066|3|55.8|"13"|"Princesshay"|"Exeter"|"Devon"|"EX1 1GE"|"Exeter District"|"01392278942"|"www.hollisterco.com/shop/uk"|"Hollister"|""|""|"118 Information"|"01-SEP-2021"
108300409|"Yo! Sushi"|"01020043"|292175.7|92700.1|1|10013036179|"osgb5000005178808169"|1|14200066|1|9.3|"8"|"Bedford Street"|"Exeter"|"Devon"|"EX1 1LL"|"Exeter District"|"01392331340"|"www.yosushi.com"|"Yo! Sushi"|"Restaurant Type"|"Japanese Restaurant"|"118 Information"|"01-SEP-2021"
114138156|"Optical Express Ltd"|"05280344"|292260.0|92941.0|1|10013050561|"osgb1000012318275"|4|14200580|1|14.2|"First Floor Brittany House"|"New North Road"|"Exeter"|"Devon"|"EX4 4EP"|"Exeter District"|"08000232020"|"www.opticalexpress.co.uk"|"Optical Express"|""|""|"118 Information"|"01-SEP-2021"
111213458|"Set 2 Recruit"|"02050078"|292189.0|92912.0|1|100041141947|"osgb1000012318280"|7|14200486|3|42.3|"Bradninch Court"|"Castle Street"|"Exeter"|"Devon"|"EX4 3PL"|"Exeter District"|"01392496496"|"www.set2recruit.com"|""|""|""|"118 Information"|"01-SEP-2021"
111218133|"Exeter Castle"|"01020012"|292088.8|92990.8|1|10023117127|"osgb1000012318080"|4|14200135|1|71.1|"Exeter Castle"|"Castle Street"|"Exeter"|"Devon"|"EX4 3PU"|"Exeter District"|"01392420703"|""|""|""|""|"118 Information"|"01-SEP-2021"
114138968|"Cote"|"01020043"|292026.0|92619.0|1||"osgb1000012317800"|6|14200137|2|16.2|"19-21"|"Cathedral Yard"|"Exeter"|"Devon"|"EX1 1HB"|"Exeter District"|"01392433406"|"www.cote-restaurants.co.uk"|"Cote"|"Restaurant Type"|"French Restaurant"|"118 Information"|"01-SEP-2021"
